id,mutcd,name,class,speed,lat,lon,first_seen
3.4157E+14,R1-2,YIELD,regulatory--yield--g1,,37.61708865,-77.48271157,9/27/2023
3.4157E+14,R1-1,STOP,regulatory--stop--g1,,37.61747461,-77.47915083,9/27/2023
3.4157E+14,R1-1,STOP,regulatory--stop--g1,,37.61757582,-77.47900326,9/27/2023
1.51951E+15,R1-1,STOP,regulatory--stop--g1,,37.62057371,-77.4818116,9/21/2023
8.69138E+14,R1-1,STOP,regulatory--stop--g1,,37.62285439,-77.47760517,9/27/2023
8.72825E+14,R1-1,STOP,regulatory--stop--g1,,37.61650609,-77.47908995,9/27/2023
8.72825E+14,R1-1,STOP,regulatory--stop--g1,,37.6185936,-77.4791203,9/27/2023
7.22403E+14,R1-1,STOP,regulatory--stop--g1,,37.61991153,-77.47953481,9/27/2023
1.99945E+15,R1-1,STOP,regulatory--stop--g1,,37.6200711,-77.47571423,9/27/2023
6.94921E+14,R1-1,STOP,regulatory--stop--g1,,37.62185172,-77.47688323,9/27/2023
6.95794E+14,R1-2,YIELD,regulatory--yield--g1,,37.62315303,-77.48019824,9/27/2023
6.95794E+14,R1-1,STOP,regulatory--stop--g1,,37.62298308,-77.48022497,9/27/2023
6.95794E+14,R1-1,STOP,regulatory--stop--g1,,37.62372645,-77.47839287,9/27/2023
6.40674E+14,R1-1,STOP,regulatory--stop--g1,,37.61812244,-77.48312707,9/27/2023
6.40674E+14,R1-1,STOP,regulatory--stop--g1,,37.61823152,-77.48301638,9/27/2023
1.53315E+15,R1-1,STOP,regulatory--stop--g1,,37.62056005,-77.47574447,9/27/2023
6.51068E+15,R1-1,STOP,regulatory--stop--g1,,37.61608402,-77.48064886,9/21/2023
2.83496E+14,R1-1,STOP,regulatory--stop--g1,,37.61931578,-77.48329564,9/27/2023
